id,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
1193,Nargacuga Mail β+,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Lash,1,Gajau Thickhide,3
1194,Nargacuga Braces β+,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Hardfang,2,Prized Pelt,4
1195,Nargacuga Faulds β+,Nargacuga Blackfur+,2,Nargacuga Cutwing+,2,Nargacuga Lash,1,Nargacuga Mantle,1
1196,Nargacuga Greaves β+,Nargacuga Blackfur+,2,Nargacuga Shard,2,Nargacuga Cutwing+,1,Vespoid Razorwing,3
1197,Glavenus Helm α+,Glavenus Cortex,2,Glavenus Hardfang,2,Glavenus Hellshell,1,Glavenus Mantle,1
1198,Glavenus Mail α+,Glavenus Cortex,2,Glavenus Hardfang,1,Molten Bursa,2,Firecell Stone,2
1199,Glavenus Braces α+,Glavenus Cortex,2,Glavenus Hellshell,2,Glavenus Tailedge,1,Purecrystal,1
1200,Glavenus Faulds α+,Glavenus Cortex,2,Glavenus Shard,2,Glavenus Hardfang,1,Molten Bursa,2
1201,Glavenus Greaves α+,Glavenus Cortex,2,Glavenus Shard,1,Glavenus Hellshell,2,Molten Bursa,2
1202,Glavenus Helm β+,Glavenus Cortex,2,Glavenus Hardfang,2,Glavenus Hellshell,1,Glavenus Mantle,1
1203,Glavenus Mail β+,Glavenus Cortex,2,Glavenus Hardfang,1,Molten Bursa,2,Firecell Stone,2
1204,Glavenus Braces β+,Glavenus Cortex,2,Glavenus Hellshell,2,Glavenus Tailedge,1,Purecrystal,1
1205,Glavenus Faulds β+,Glavenus Cortex,2,Glavenus Shard,2,Glavenus Hardfang,1,Molten Bursa,2
1206,Glavenus Greaves β+,Glavenus Cortex,2,Glavenus Shard,1,Glavenus Hellshell,2,Molten Bursa,2
1207,Acidic Glavenus Helm α+,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,2,Acidic Glavenus Spineshell,3,Honed Acidcryst,3
1208,Acidic Glavenus Mail α+,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,2,Glavenus Mantle,1
1209,Acidic Glavenus Braces α+,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,2,Monster Solidbone,4
1210,Acidic Glavenus Coil α+,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,3
1211,Acidic Glavenus Greaves α+,Acidic Glavenus Cortex,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Large Wyvern Gem,1
1212,Acidic Glavenus Helm β+,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,2,Acidic Glavenus Spineshell,3,Honed Acidcryst,3
1213,Acidic Glavenus Mail β+,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,2,Glavenus Mantle,1
1214,Acidic Glavenus Braces β+,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,2,Monster Solidbone,4
1215,Acidic Glavenus Coil β+,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,3
1216,Acidic Glavenus Greaves β+,Acidic Glavenus Cortex,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Large Wyvern Gem,1
1217,Brachydios Helm α+,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Crown,2,Brachydios Pallium,1
1218,Brachydios Mail α+,Fine Brachydios Ebonshell,2,Brachydios Pounder+,1,Brachydios Crown,1,Monster Slogbone,5
1219,Brachydios Braces α+,Fine Brachydios Ebonshell,2,Brachydios Cortex,2,Brachydios Pounder+,1,Glowing Slime,3
1220,Brachydios Faulds α+,Fine Brachydios Ebonshell,2,Brachydios Crown,1,Brachydios Lash,1,Glowing Slime,3
1221,Brachydios Greaves α+,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Pounder+,2,Barnos Hardclaw,4
1222,Brachydios Helm β+,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Crown,2,Brachydios Pallium,1
1223,Brachydios Mail β+,Fine Brachydios Ebonshell,2,Brachydios Pounder+,1,Brachydios Crown,1,Monster Slogbone,5
1224,Brachydios Braces β+,Fine Brachydios Ebonshell,2,Brachydios Cortex,2,Brachydios Pounder+,1,Glowing Slime,3
1225,Brachydios Faulds β+,Fine Brachydios Ebonshell,2,Brachydios Crown,1,Brachydios Lash,1,Glowing Slime,3
1226,Brachydios Greaves β+,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Pounder+,2,Barnos Hardclaw,4
1227,Tigrex Helm α+,Tigrex Cortex,2,Tigrex Hardfang,1,Tigrex Hardclaw,1,Large Wyvern Gem,1
1228,Tigrex Mail α+,Tigrex Cortex,2,Tigrex Hardclaw,2,Tigrex Lash,1,Vespoid Razorwing,3
1229,Tigrex Braces α+,Tigrex Cortex,2,Tigrex Shard,1,Tigrex Hardfang,2,Tough Claw,3
1230,Tigrex Tassets α+,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardfang,1,Thick Bone,5
1231,Tigrex Greaves α+,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardclaw,1,Monster Slogbone,3
1232,Tigrex Helm β+,Tigrex Cortex,2,Tigrex Hardfang,1,Tigrex Hardclaw,1,Large Wyvern Gem,1
1233,Tigrex Mail β+,Tigrex Cortex,2,Tigrex Hardclaw,2,Tigrex Lash,1,Vespoid Razorwing,3
1234,Tigrex Braces β+,Tigrex Cortex,2,Tigrex Shard,1,Tigrex Hardfang,2,Tough Claw,3
1235,Tigrex Tassets β+,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardfang,1,Thick Bone,5
1236,Tigrex Greaves β+,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardclaw,1,Monster Slogbone,3
1237,Rex Roar Helm α+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,2,Distorted Crystal,5
1238,Rex Roar Mail α+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,3,Afflicted Frenzybone,3
1239,Rex Roar Braces α+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardclaw,2,Malformed Frenzybone,3
1240,Rex Roar Coil α+,Brute Tigrex Cortex,3,Brute Tigrex Hardclaw,3,Tigrex Lash,1,Twilight Crystal,3
1241,Rex Roar Greaves α+,Brute Tigrex Cortex,3,Brute Tigrex Hardfang,2,Brute Tigrex Hardclaw,2,Tigrex Mantle,1
1242,Rex Roar Helm β+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,2,Distorted Crystal,5
1243,Rex Roar Mail β+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,3,Afflicted Frenzybone,3
1244,Rex Roar Braces β+,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardclaw,2,Malformed Frenzybone,3
1245,Rex Roar Coil β+,Brute Tigrex Cortex,3,Brute Tigrex Hardclaw,3,Tigrex Lash,1,Twilight Crystal,3
1246,Rex Roar Greaves β+,Brute Tigrex Cortex,3,Brute Tigrex Hardfang,2,Brute Tigrex Hardclaw,2,Tigrex Mantle,1
1247,Black Belt Helm α+,Black Belt Coin,2,Odogaron Coin,3,Cortos Hardclaw,3,,
1248,Black Belt Mail α+,Black Belt Coin,2,Nargacuga Coin,3,Vespoid Razorwing,3,,
1249,Black Belt Braces α+,Black Belt Coin,2,Banbaro Coin,3,Anteka Antler,2,,
1250,Black Belt Tassets α+,Black Belt Coin,2,Paolumu Coin,3,Steel Gajau Whisker,2,,
1251,Black Belt Greaves α+,Black Belt Coin,2,Glavenus Coin,3,Hornetaur Razorwing,3,,
1252,Black Belt Helm β+,Black Belt Coin,2,Odogaron Coin,3,Cortos Hardclaw,3,,
1253,Black Belt Mail β+,Black Belt Coin,2,Nargacuga Coin,3,Vespoid Razorwing,3,,
1254,Black Belt Braces β+,Black Belt Coin,2,Banbaro Coin,3,Anteka Antler,2,,
1255,Black Belt Tassets β+,Black Belt Coin,2,Paolumu Coin,3,Steel Gajau Whisker,2,,
1256,Black Belt Greaves β+,Black Belt Coin,2,Glavenus Coin,3,Hornetaur Razorwing,3,,
1257,Dober Helm α+,Large Elder Dragon Bone,2,Thick Bone,3,Uragaan Scute+,1,Large Wyvern Gem,1
1258,Dober Mail α+,Large Elder Dragon Bone,2,Thick Bone,3,Jyuratodus Grandfin,1,Monster Solidbone,3
1259,Dober Vambraces α+,Large Elder Dragon Bone,2,Thick Bone,3,Lavasioth Grandfin,1,Dragonbone Artifact,3
1260,Dober Coil α+,Large Elder Dragon Bone,2,Thick Bone,3,Diablos Tailcase+,1,Monster Toughbone,5
1261,Dober Greaves α+,Large Elder Dragon Bone,2,Thick Bone,3,Radobaan Oilshell+,1,Monster Slogbone,4
1262,Dober Helm β+,Large Elder Dragon Bone,2,Thick Bone,3,Uragaan Scute+,1,Large Wyvern Gem,1
1263,Dober Mail β+,Large Elder Dragon Bone,2,Thick Bone,3,Jyuratodus Grandfin,1,Monster Solidbone,3
1264,Dober Vambraces β+,Large Elder Dragon Bone,2,Thick Bone,3,Lavasioth Grandfin,1,Dragonbone Artifact,3
1265,Dober Coil β+,Large Elder Dragon Bone,2,Thick Bone,3,Diablos Tailcase+,1,Monster Toughbone,5
1266,Dober Greaves β+,Large Elder Dragon Bone,2,Thick Bone,3,Radobaan Oilshell+,1,Monster Slogbone,4
1267,Damascus Helm α+,Pure Dragon Blood,2,Meldspar Ore,3,Paolumu Fellwing,1,Gracium,1
1268,Damascus Mail α+,Pure Dragon Blood,2,Meldspar Ore,3,Legiana Fellwing,1,Purecrystal,1
1269,Damascus Vambraces α+,Pure Dragon Blood,2,Meldspar Ore,3,Rathalos Fellwing,1,Large Wyvern Gem,1
1270,Damascus Coil α+,Pure Dragon Blood,2,Meldspar Ore,3,Rathian Weave,1,Bathycite Ore,1
1271,Damascus Greaves α+,Pure Dragon Blood,2,Meldspar Ore,3,Pukei-Pukei Fellwing,1,Spiritvein Crystal,1
1272,Damascus Helm β+,Pure Dragon Blood,2,Meldspar Ore,3,Paolumu Fellwing,1,Gracium,1
1273,Damascus Mail β+,Pure Dragon Blood,2,Meldspar Ore,3,Legiana Fellwing,1,Purecrystal,1
1274,Damascus Vambraces β+,Pure Dragon Blood,2,Meldspar Ore,3,Rathalos Fellwing,1,Large Wyvern Gem,1
1275,Damascus Coil β+,Pure Dragon Blood,2,Meldspar Ore,3,Rathian Weave,1,Bathycite Ore,1
1276,Damascus Greaves β+,Pure Dragon Blood,2,Meldspar Ore,3,Pukei-Pukei Fellwing,1,Spiritvein Crystal,1
1277,Pride Helm α+,Flickering Silvershell,3,Distilled Blast Fluid,2,Scorching Silverwing,3,Bazelgeuse Mantle,1
1278,Pride Mail α+,Flickering Silvershell,3,Bazelgeuse Shard,3,Distilled Blast Fluid,2,Monster Solidbone,5
1279,Pride Vambraces α+,Flickering Silvershell,3,Scorching Silverwing,1,Bazelgeuse Flail,1,Diablos Hardhorn,1
1280,Pride Coil α+,Flickering Silvershell,3,Bazelgeuse Shard,2,Bazelgeuse Hardclaw,3,Twisted Stouthorn,2
1281,Pride Greaves α+,Flickering Silvershell,3,Bazelgeuse Shard,2,Scorching Silverwing,2,Tigrex Mantle,1
1282,Pride Helm β+,Flickering Silvershell,3,Distilled Blast Fluid,2,Scorching Silverwing,3,Bazelgeuse Mantle,1
1283,Pride Mail β+,Flickering Silvershell,3,Bazelgeuse Shard,3,Distilled Blast Fluid,2,Monster Solidbone,5
1284,Pride Vambraces β+,Flickering Silvershell,3,Scorching Silverwing,1,Bazelgeuse Flail,1,Diablos Hardhorn,1
1285,Pride Coil β+,Flickering Silvershell,3,Bazelgeuse Shard,2,Bazelgeuse Hardclaw,3,Twisted Stouthorn,2
1286,Pride Greaves β+,Flickering Silvershell,3,Bazelgeuse Shard,2,Scorching Silverwing,2,Tigrex Mantle,1
1287,Esurient Helm α+,Deviljho Blackpiel,3,Deviljho Shard,2,Vile Fang,2,Ebony Odogaron Mantle,1
1288,Esurient Mail α+,Deviljho Blackpiel,3,Vile Fang,4,Deviljho Flail,1,Deviljho Crook,1
1289,Esurient Vambraces α+,Deviljho Blackpiel,3,Deviljho Shard,2,Black Blood,3,Monster Solidbone,5
1290,Esurient Faulds α+,Deviljho Blackpiel,3,Black Blood,3,Deviljho Ripper,1,Rathalos Mantle,1
1291,Esurient Greaves α+,Deviljho Blackpiel,3,Deviljho Shard,2,Deviljho Ripper,1,Dragonbone Artifact,1
1292,Esurient Helm β+,Deviljho Blackpiel,3,Deviljho Shard,2,Vile Fang,2,Ebony Odogaron Mantle,1
1293,Esurient Mail β+,Deviljho Blackpiel,3,Vile Fang,4,Deviljho Flail,1,Deviljho Crook,1
1294,Esurient Vambraces β+,Deviljho Blackpiel,3,Deviljho Shard,2,Black Blood,3,Monster Solidbone,5
1295,Esurient Faulds β+,Deviljho Blackpiel,3,Black Blood,3,Deviljho Ripper,1,Rathalos Mantle,1
1296,Esurient Greaves β+,Deviljho Blackpiel,3,Deviljho Shard,2,Deviljho Ripper,1,Dragonbone Artifact,1
1297,Rimeguard Helm α+,Velkhana Cortex,3,Crystal Shard,2,Velkhana Crownhorn,1,Large Elder Dragon Bone,3
1298,Rimeguard Mail α+,Velkhana Cortex,3,Velkhana Fellwing,3,Velkhana Hardclaw,2,Legiana Mantle,1
1299,Rimeguard Vambraces α+,Velkhana Cortex,3,Velkhana Fellwing,2,Velkhana Crownhorn,2,Velkhana Crystal,1
1300,Rimeguard Coil α+,Velkhana Cortex,3,Crystal Shard,2,Velkhana Hardclaw,2,Pure Dragon Blood,2
1301,Rimeguard Greaves α+,Velkhana Cortex,3,Crystal Shard,3,Velkhana Lash,1,Odogaron Mantle,1
1302,Rimeguard Helm β+,Velkhana Cortex,3,Crystal Shard,2,Velkhana Crownhorn,1,Large Elder Dragon Bone,3
1303,Rimeguard Mail β+,Velkhana Cortex,3,Velkhana Fellwing,3,Velkhana Hardclaw,2,Legiana Mantle,1
1304,Rimeguard Vambraces β+,Velkhana Cortex,3,Velkhana Fellwing,2,Velkhana Crownhorn,2,Velkhana Crystal,1
1305,Rimeguard Coil β+,Velkhana Cortex,3,Crystal Shard,2,Velkhana Hardclaw,2,Pure Dragon Blood,2
1306,Rimeguard Greaves β+,Velkhana Cortex,3,Crystal Shard,3,Velkhana Lash,1,Odogaron Mantle,1
1307,Fellshroud Helm α+,Vaal Hazak Cortex,3,Shadowpierce Fang,1,Vaal Hazak Hardclaw,3,Large Elder Dragon Gem,1
1308,Fellshroud Mail α+,Vaal Hazak Cortex,3,Deceased Shard,2,Deathweaver Membrane,3,Pure Dragon Blood,2
1309,Fellshroud Braces α+,Vaal Hazak Cortex,3,Vaal Hazak Fellwing,2,Shadowpierce Fang,2,Large Elder Dragon Bone,5
1310,Fellshroud Coil α+,Vaal Hazak Cortex,3,Deceased Shard,2,Vaal Hazak Fellwing,4,Deathweaver Membrane,2
1311,Fellshroud Greaves α+,Vaal Hazak Cortex,3,Deceased Shard,3,Vaal Hazak Flail,1,Deathweaver Membrane,2
1312,Fellshroud Helm β+,Vaal Hazak Cortex,3,Shadowpierce Fang,1,Vaal Hazak Hardclaw,3,Large Elder Dragon Gem,1
1313,Fellshroud Mail β+,Vaal Hazak Cortex,3,Deceased Shard,2,Deathweaver Membrane,3,Pure Dragon Blood,2
1314,Fellshroud Braces β+,Vaal Hazak Cortex,3,Vaal Hazak Fellwing,2,Shadowpierce Fang,2,Large Elder Dragon Bone,5
1315,Fellshroud Coil β+,Vaal Hazak Cortex,3,Deceased Shard,2,Vaal Hazak Fellwing,4,Deathweaver Membrane,2
1316,Fellshroud Greaves β+,Vaal Hazak Cortex,3,Deceased Shard,3,Vaal Hazak Flail,1,Deathweaver Membrane,2
1317,Kaiser Crown α+,Teostra Cortex,3,Teostra Mane+,2,Teostra Hardhorn,2,Large Elder Dragon Gem,1
1318,Kaiser Mail α+,Teostra Cortex,3,Teostra Mane+,4,Teostra Lash,1,Large Elder Dragon Bone,5
1319,Kaiser Vambraces α+,Teostra Cortex,3,Hellfire Shard,3,Teostra Hardhorn,1,Fulgur Anjanath Mantle,1
1320,Kaiser Coil α+,Teostra Cortex,3,Hellfire Shard,3,Teostra Fellwing,1,Pure Dragon Blood,3
1321,Kaiser Greaves α+,Teostra Cortex,3,Fire Dragon Hardclaw,2,Teostra Fellwing,2,Anjanath Mantle,1
1322,Kaiser Crown β+,Teostra Cortex,3,Teostra Mane+,2,Teostra Hardhorn,2,Large Elder Dragon Gem,1
1323,Kaiser Mail β+,Teostra Cortex,3,Teostra Mane+,4,Teostra Lash,1,Large Elder Dragon Bone,5
1324,Kaiser Vambraces β+,Teostra Cortex,3,Hellfire Shard,3,Teostra Hardhorn,1,Fulgur Anjanath Mantle,1
1325,Kaiser Coil β+,Teostra Cortex,3,Hellfire Shard,3,Teostra Fellwing,1,Pure Dragon Blood,3
1326,Kaiser Greaves β+,Teostra Cortex,3,Fire Dragon Hardclaw,2,Teostra Fellwing,2,Anjanath Mantle,1
1327,Kushala Glare α+,Daora Cortex,4,Daora Shard,3,Daora Hardclaw,1,Large Wyvern Gem,1
1328,Kushala Cista α+,Daora Cortex,4,Daora Fellwing,3,Daora Lash,2,Pure Dragon Blood,6
1329,Kushala Grip α+,Daora Cortex,4,Daora Fellwing,3,Daora Hardhorn,2,Large Elder Dragon Gem,1
1330,Kushala Cocoon α+,Daora Cortex,4,Daora Shard,3,Daora Hardhorn,1,Amber Hardfang,3
1331,Kushala Crus α+,Daora Cortex,4,Daora Hardclaw,2,Daora Lash,1,Nargacuga Mantle,1
1332,Kushala Glare β+,Daora Cortex,4,Daora Shard,3,Daora Hardclaw,1,Large Wyvern Gem,1
1333,Kushala Cista β+,Daora Cortex,4,Daora Fellwing,3,Daora Lash,2,Pure Dragon Blood,6
1334,Kushala Grip β+,Daora Cortex,4,Daora Fellwing,3,Daora Hardhorn,2,Large Elder Dragon Gem,1
1335,Kushala Cocoon β+,Daora Cortex,4,Daora Shard,3,Daora Hardhorn,1,Amber Hardfang,3
1336,Kushala Crus β+,Daora Cortex,4,Daora Hardclaw,2,Daora Lash,1,Nargacuga Mantle,1
1337,Kirin Horn α+,Kirin Silvermane,3,Kirin Finehide,1,Kirin Azure Horn+,2,Glavenus Mantle,1
1338,Kirin Jacket α+,Kirin Silvermane,3,Kirin Finehide,1,Kirin Thundertail+,3,Brachydios Pallium,1
1339,Kirin Longarms α+,Kirin Silvermane,3,Kirin Finehide,2,Kirin Thundertail+,2,Dragonbone Artifact,1
1340,Kirin Hoop α+,Kirin Silvermane,3,Kirin Finehide,2,Pure Dragon Blood,1,Purecrystal,1
1341,Kirin Leg Guards α+,Kirin Silvermane,3,Kirin Azure Horn+,2,Kirin Thundertail+,2,Large Elder Dragon Gem,1
1342,Kirin Horn β+,Kirin Silvermane,3,Kirin Finehide,1,Kirin Azure Horn+,2,Glavenus Mantle,1
1343,Kirin Jacket β+,Kirin Silvermane,3,Kirin Finehide,1,Kirin Thundertail+,3,Brachydios Pallium,1
1344,Kirin Longarms β+,Kirin Silvermane,3,Kirin Finehide,2,Kirin Thundertail+,2,Dragonbone Artifact,1
1345,Kirin Hoop β+,Kirin Silvermane,3,Kirin Finehide,2,Pure Dragon Blood,1,Purecrystal,1
1346,Kirin Leg Guards β+,Kirin Silvermane,3,Kirin Azure Horn+,2,Kirin Thundertail+,2,Large Elder Dragon Gem,1
1347,Tentacle Cowl α+,Namielle Finehide,2,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Uragaan Pallium,1
1348,Tentacle Cloak α+,Namielle Finehide,2,Namielle Hardclaw,2,Namielle Whisker,1,Rimed Hide,3
1349,Tentacle Gloves α+,Namielle Finehide,2,Namielle Fellwing,2,Namielle Whisker,1,Fey Wyvern Gem,1
1350,Tentacle Coil α+,Namielle Finehide,2,Namielle Whisker,2,Namielle Lash,1,Large Elder Dragon Gem,1
1351,Tentacle Greaves α+,Namielle Finehide,2,Namielle Fellwing,2,Pure Dragon Blood,3,Rathian Mantle,1
1352,Tentacle Cowl β+,Namielle Finehide,2,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Uragaan Pallium,1
1353,Tentacle Cloak β+,Namielle Finehide,2,Namielle Hardclaw,2,Namielle Whisker,1,Rimed Hide,3
1354,Tentacle Gloves β+,Namielle Finehide,2,Namielle Fellwing,2,Namielle Whisker,1,Fey Wyvern Gem,1
1355,Tentacle Coil β+,Namielle Finehide,2,Namielle Whisker,2,Namielle Lash,1,Large Elder Dragon Gem,1
1356,Tentacle Greaves β+,Namielle Finehide,2,Namielle Fellwing,2,Pure Dragon Blood,3,Rathian Mantle,1
1357,Guild Palace Helm α+,Hero King Coin,1,Tigrex Coin,2,Black Belt Coin,2,Velkhana Crownhorn,2
1358,Guild Palace Mail α+,Hero King Coin,1,Zinogre Coin,3,Black Belt Coin,2,Teostra Mane+,3
1359,Guild Palace Braces α+,Hero King Coin,1,Zinogre Coin,2,Black Belt Coin,2,Daora Hardclaw,3
1360,Guild Palace Coil α+,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Namielle Fellwing,3
1361,Guild Palace Greaves α+,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Deceased Shard,4
1362,Guild Palace Helm β+,Hero King Coin,1,Tigrex Coin,2,Black Belt Coin,2,Velkhana Crownhorn,2
1363,Guild Palace Mail β+,Hero King Coin,1,Zinogre Coin,3,Black Belt Coin,2,Teostra Mane+,3
1364,Guild Palace Braces β+,Hero King Coin,1,Zinogre Coin,2,Black Belt Coin,2,Daora Hardclaw,3
1365,Guild Palace Coil β+,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Namielle Fellwing,3
1366,Guild Palace Greaves β+,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Deceased Shard,4
1367,Shara Ishvalda Helm α+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderplate,1,Rathian Mantle,1
1368,Shara Ishvalda Mail α+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderclaw,3,Ebony Odogaron Mantle,1
1369,Shara Ishvalda Braces α+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderclaw,2,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
1370,Shara Ishvalda Coil α+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Large Wyvern Gem,1
1371,Shara Ishvalda Greaves α+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Fey Wyvern Gem,1
1372,Shara Ishvalda Helm β+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderplate,1,Rathian Mantle,1
1373,Shara Ishvalda Mail β+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderclaw,3,Ebony Odogaron Mantle,1
1374,Shara Ishvalda Braces β+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderclaw,2,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
1375,Shara Ishvalda Coil β+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Large Wyvern Gem,1
1376,Shara Ishvalda Greaves β+,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Fey Wyvern Gem,1
1377,Zorah Headgear α+,Fierce Dragonvein Bone,2,Cracked Crystal,3,Weathered Cragbone,3,Conqueror's Seal,1
1378,Zorah Hide α+,Heavy Dragonvein Bone,3,Pale Crystal,3,Vivid Crimsonbone,3,Conqueror's Seal,1
1379,Zorah Claws α+,Dragonvein Solidbone,4,Decayed Crystal,3,Mossy Greatbone,3,Conqueror's Seal,1
1380,Zorah Spine α+,Fierce Dragonvein Bone,2,Large Elder Dragon Bone,2,Pure Dragon Blood,3,Conqueror's Seal,1
1381,Zorah Spurs α+,Fierce Dragonvein Bone,2,Distorted Crystal,3,Malformed Frenzybone,3,Conqueror's Seal,1
1382,Zorah Headgear β+,Fierce Dragonvein Bone,2,Cracked Crystal,3,Weathered Cragbone,3,Conqueror's Seal,1
1383,Zorah Hide β+,Heavy Dragonvein Bone,3,Pale Crystal,3,Vivid Crimsonbone,3,Conqueror's Seal,1
1384,Zorah Claws β+,Dragonvein Solidbone,4,Decayed Crystal,3,Mossy Greatbone,3,Conqueror's Seal,1
1385,Zorah Spine β+,Fierce Dragonvein Bone,2,Large Elder Dragon Bone,2,Pure Dragon Blood,3,Conqueror's Seal,1
1386,Zorah Spurs β+,Fierce Dragonvein Bone,2,Distorted Crystal,3,Malformed Frenzybone,3,Conqueror's Seal,1
1387,Garuga Helm α+,Garuga Cortex,2,Garuga Silverpelt,2,Fancy Beak,1,Decayed Crystal,3
1388,Garuga Mail α+,Garuga Cortex,2,Garuga Shard,2,Garuga Fellwing,3,Mossy Greatbone,3
1389,Garuga Vambraces α+,Garuga Cortex,2,Garuga Silverpelt,2,Garuga Auricle,2,Scratched Shell,3
1390,Garuga Tassets α+,Garuga Cortex,2,Garuga Fellwing,2,Garuga Lash,1,Bird Wyvern Gem,1
1391,Garuga Greaves α+,Garuga Cortex,2,Garuga Shard,2,Garuga Silverpelt,3,Fierce Dragonvein Bone,5
1392,Garuga Helm β+,Garuga Cortex,2,Garuga Silverpelt,2,Fancy Beak,1,Decayed Crystal,3
1393,Garuga Mail β+,Garuga Cortex,2,Garuga Shard,2,Garuga Fellwing,3,Mossy Greatbone,3
1394,Garuga Vambraces β+,Garuga Cortex,2,Garuga Silverpelt,2,Garuga Auricle,2,Scratched Shell,3
1395,Garuga Tassets β+,Garuga Cortex,2,Garuga Fellwing,2,Garuga Lash,1,Bird Wyvern Gem,1
1396,Garuga Greaves β+,Garuga Cortex,2,Garuga Shard,2,Garuga Silverpelt,3,Fierce Dragonvein Bone,5
1397,Zinogre Helm α+,Zinogre Electrofur+,3,Zinogre Deathly Shocker,2,Zinogre Hardhorn,2,Zinogre Skymerald,1
1398,Zinogre Mail α+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardclaw,2,Woodland Greatbone,3
1399,Zinogre Braces α+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Lash,1,Fulgurbug,3
1400,Zinogre Coil α+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardhorn,1,Forest Crystal,3
1401,Zinogre Greaves α+,Zinogre Electrofur+,3,Zinogre Hardclaw,2,Zinogre Deathly Shocker,3,Fulgurbug,3
1402,Zinogre Helm β+,Zinogre Electrofur+,3,Zinogre Deathly Shocker,2,Zinogre Hardhorn,2,Zinogre Skymerald,1
1403,Zinogre Mail β+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardclaw,2,Woodland Greatbone,3
1404,Zinogre Braces β+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Lash,1,Fulgurbug,3
1405,Zinogre Coil β+,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardhorn,1,Forest Crystal,3
1406,Zinogre Greaves β+,Zinogre Electrofur+,3,Zinogre Hardclaw,2,Zinogre Deathly Shocker,3,Fulgurbug,3
1407,Golden Lunehelm α+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,1,Large Wyvern Gem,1
