id,base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
861,Despot's Crackle,hammer,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
862,Bone Bludgeon I,hammer,Create,Monster Bone S,1,,,,,,
863,Bone Bludgeon II,hammer,Upgrade,Monster Bone S,2,,,,,,
864,Bone Bludgeon III,hammer,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
865,Fossil Bludgeon I,hammer,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
866,Fossil Bludgeon II,hammer,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
867,Fossil Bludgeon III,hammer,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
868,Grandrock I,hammer,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
869,Grandrock II,hammer,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
870,Earth Ender I,hammer,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
871,Earth Ender I,hammer,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
872,Earth Ender II,hammer,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
873,Earth Ender III,hammer,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
874,Iceshaker,hammer,Upgrade,Crystal Shard,5,Velkhana Hardclaw,3,Velkhana Lash,1,Purecrystal,1
875,Victorious Northlein,hammer,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
876,Hazak Vlafos,hammer,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
877,Pandemonium's Root,hammer,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
878,Pandemonium's Wrath,hammer,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
879,Pandemonium Unleashed,hammer,Upgrade,Shara Ishvalda Tenderclaw,3,Vaal Hazak Hardclaw,6,Vaal Hazak Flail,1,Large Elder Dragon Gem,1
880,Bone Spike I,hammer,Upgrade,Wyvern Bonemass,2,Radobaan Scale,4,Sleep Sac,2,,
881,Bone Spike II,hammer,Upgrade,Monster Bone+,3,Wyvern Bonemass,3,Radobaan Oilshell,2,Radobaan Marrow,1
882,Baan Strike I,hammer,Create,Radobaan Carapace,4,Radobaan Oilshell,4,Radobaan Medulla,2,Wyvern Gem,1
883,Baan Strike I,hammer,Upgrade,Radobaan Carapace,4,Radobaan Oilshell,3,Coma Sac,2,Monster Keenbone,3
884,Baan Strike II,hammer,Upgrade,Monster Hardbone,5,Radobaan Scale+,8,Coma Sac,3,Radobaan Medulla,1
885,Baan Strike III,hammer,Upgrade,Elder Dragon Bone,5,Radobaan Carapace,6,Coma Sac,4,Wyvern Gem,1
886,Baan Gavel I,hammer,Upgrade,Radobaan Cortex,2,Radobaan Shard,2,Torpor Sac,1,Monster Toughbone,3
887,Baan Gavel II,hammer,Upgrade,Monster Solidbone,3,Large Wyvern Bonemass,3,Radobaan Oilshell+,2,Thick Bone,5
888,Striped Striker,hammer,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
889,Striped Striker+,hammer,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
890,Tigrex Hammer,hammer,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
891,Brazenbreak I,hammer,Upgrade,Uragaan Jaw,1,Uragaan Scale+,6,Uragaan Carapace,4,Uragaan Marrow,1
892,Brazenbreak II,hammer,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Scute,4,Uragaan Ruby,1
893,Uragaan Hammer I,hammer,Upgrade,Uragaan Jaw+,1,Uragaan Shard,3,Uragaan Cortex,2,Meldspar Ore,2
894,Uragaan Hammer II,hammer,Upgrade,Acidic Glavenus Hardfang,2,Uragaan Jaw+,1,Uragaan Scute+,2,Uragaan Pallium,1
895,Scorching Isshata,hammer,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
896,Scorching Isshata+,hammer,Upgrade,Ebony Odogaron Hardfang,3,Glavenus Hellshell,4,Glavenus Tailedge,1,Glavenus Mantle,1
897,Glavenus's Uruga,hammer,Upgrade,Fire Dragon Hardclaw,2,Glavenus Hardfang,5,Glavenus Hellshell,4,Pure Dragon Blood,3
898,Kulu Beak I,hammer,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
899,Kulu Beak II,hammer,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
900,Kulu Beak III,hammer,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
901,Crushing Beak I,hammer,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
902,Crushing Beak II,hammer,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
903,Crushing Beak III,hammer,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
904,Makhlab al-Nasr I,hammer,Create,Large Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Thickhide,4,Kulu-Ya-Ku Shard,5,Fey Wyvern Gem,1
905,Makhlab al-Nasr I,hammer,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
906,Makhlab al-Nasr II,hammer,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
907,Mammoth Hoof I,hammer,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
908,Mammoth Hoof II,hammer,Upgrade,Monster Solidbone,4,Banbaro Great Horn,4,Banbaro Lash,1,Dragonbone Artifact,1
909,Blackwing Deathblow I,hammer,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
910,Blackwing Deathblow II,hammer,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
911,Diablos Sledge I,hammer,Upgrade,Twisted Horn,1,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3
912,Diablos Sledge II,hammer,Upgrade,Monster Keenbone,4,Diablos Ridge,4,Diablos Tailcase,2,Diablos Marrow,1
913,Diablos Shatterer I,hammer,Create,Diablos Cortex,3,Dragonbone Artifact,1,Majestic Horn,3,Wyvern Gem,1
914,Diablos Shatterer I,hammer,Upgrade,Majestic Horn,3,Diablos Carapace,6,Diablos Ridge+,5,Blos Medulla,1
915,Diablos Shatterer II,hammer,Upgrade,Nergigante Horn+,2,Black Spiral Horn+,3,Black Diablos Carapace,4,Wyvern Gem,1
916,Diablos Shatterer III,hammer,Upgrade,Twisted Stouthorn,3,Diablos Cortex,6,Diablos Chine,5,Monster Slogbone,3
917,Chaos Shatterer,hammer,Upgrade,Blackcurl Stouthorn,3,Black Diablos Cortex,3,Monster Solidbone,3,Large Wyvern Gem,1
918,Sulfurteinn Alcan,hammer,Upgrade,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Honed Acidcryst,4
919,The Grinding Mallet,hammer,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
920,Carapace Sledge I,hammer,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
921,Carapace Sledge II,hammer,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
922,Carapace Sledge III,hammer,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
923,Barroth Breaker I,hammer,Create,Barroth Cortex,3,Barroth Crown,1,Barroth Carapace,3,Dragonbone Relic,1
924,Barroth Breaker I,hammer,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
925,Barroth Breaker II,hammer,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
926,Barroth Breaker III,hammer,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
927,Barroth Crusher I,hammer,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
928,Barroth Crusher II,hammer,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
929,Dios Tailhammer,hammer,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
930,Brachy Tailhammer,hammer,Upgrade,Distilled Blast Fluid,3,Brachydios Crown,3,Fine Brachydios Ebonshell,4,Brachydios Pallium,1
931,Blazing Hammer I,hammer,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
932,Blazing Hammer II,hammer,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
933,Anja Striker I,hammer,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
934,Anja Striker II,hammer,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
935,Anja Striker III,hammer,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
936,Anja Fiercemaul I,hammer,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
937,Anja Fiercemaul I,hammer,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
938,Anja Fiercemaul II,hammer,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3,Heavy Anjanath Nosebone,2,Anjanath Lash,1
939,Grinding Fulgur I,hammer,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
940,Grinding Fulgur II,hammer,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
941,Dragonbone Basher I,hammer,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
942,Dragonbone Basher II,hammer,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
943,Dragonbone Basher III,hammer,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
944,Dragonseal Basher I,hammer,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
945,Dragonseal Hammer II,hammer,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
946,Dawning Tranquility,hammer,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
947,Magda Floga,hammer,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8,Zorah Magdaros Magma,4,Zorah Magdaros Gem,1
948,Ragefire Magda Floga,hammer,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2,Zorah Magdaros Pleura,2,Firecell Stone,3
949,Magda Floga Reforged,hammer,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5,Heavy Dragonvein Bone,6,Large Elder Dragon Gem,1
950,Blacksteel Hammer I,hammer,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
951,Blacksteel Hammer II,hammer,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
952,Icesteel Hammer,hammer,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
953,Daora's Colossus,hammer,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
954,Daora's Hyperborea,hammer,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
955,Xeno Maph'agarna,hammer,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
956,Jail Hammer,hammer,Create,Hunter King Coin,5,Rathalos Coin,4,Tzitzi Coin,4,Novacrystal,1
957,Binder Mace,hammer,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
958,Binding Coffin,hammer,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
959,Devil's Due,hammer,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
960,Devil's Crush,hammer,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
961,Consummate Hammer,hammer,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
962,Empress Mace,hammer,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
963,Empress Mace "Blaze",hammer,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
964,Soulfire Heel "Blaze",hammer,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
965,Empress Mace "Ruin",hammer,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
966,Soulfire Heel "Ruin",hammer,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
967,Empress Mace "Styx",hammer,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
968,Soulfire Heel "Styx",hammer,Upgrade,Lunastra Shard,5,Lunastra Lash,1,Elder Spiritvein Bone,6,Large Elder Dragon Gem,1
969,Mane Malice,hammer,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
970,Mane Malice Rajang,hammer,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
971,Demonlord Sledge,hammer,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
972,Brimstren Drakemaw,hammer,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
973,Stygian Industria,hammer,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
974,Lightbreak Hammer,hammer,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
975,Alatreon Hammer,hammer,Create,Alatreon Mantle,3,Skyswayer,1,Alatreon Riptalon,3,Large Elder Dragon Gem,1
976,Alatreon Metamorph,hammer,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
977,Bristly Pincushion,hammer,Create,Bristly Crake Ticket,1,Radobaan Scale,3,Sturdy Bone,5,Poison Sac,2
978,Bristly Grudge,hammer,Upgrade,Bristly Crake Ticket,2,Radobaan Scale+,3,Toxin Sac,3,High Commendation,1
979,Bristly Inferno,hammer,Upgrade,Research Commission Ticket+,2,Deviljho Blackpiel,3,Deadly Poison Sac,4,Conqueror's Seal,1
980,Well-done Hammer,hammer,Create,Meaty Canteen Ticket,2,Ebony Odogaron Hardfang,2,Molten Bursa,3,Monster Solidbone,8
981,Juicy Well-done Hammer,hammer,Upgrade,Meaty Canteen Ticket,1,Slumbering Greatbone,3,Afflicted Frenzybone,3,Forest Crystal,5
982,Space Lord! Super-8,hammer,Create,Unity Symbol,3,Namielle Whisker,2,Zinogre Deathly Shocker,3,Large Wyvern Gem,1
983,Guild Palace Mace,hammer,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
984,Royal Cross Mace,hammer,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
985,Defender Rally Horn I,hunting-horn,Create,Iron Ore,1,,,,,,
986,Defender Rally Horn II,hunting-horn,Upgrade,Anjanath Scale,1,,,,,,
987,Defender Rally Horn III,hunting-horn,Upgrade,Commendation,1,,,,,,
988,Defender Rally Horn IV,hunting-horn,Upgrade,Pink Rathian Scale+,1,,,,,,
989,Defender Rally Horn V,hunting-horn,Upgrade,Immortal Dragonscale,1,,,,,,
990,Metal Bagpipe I,hunting-horn,Create,Iron Ore,1,,,,,,
991,Metal Bagpipe II,hunting-horn,Upgrade,Iron Ore,2,,,,,,
992,Metal Bagpipe III,hunting-horn,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
993,Great Bagpipe I,hunting-horn,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
994,Great Bagpipe II,hunting-horn,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
995,Great Bagpipe III,hunting-horn,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
996,Fortissimo I,hunting-horn,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
997,Fortissimo II,hunting-horn,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
998,Sforzando I,hunting-horn,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
999,Sforzando I,hunting-horn,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
1000,Sforzando II,hunting-horn,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
1001,Sforzando III,hunting-horn,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
1002,Raven Shamisen,hunting-horn,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
1003,Wolf Shamisen,hunting-horn,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
1004,Nergal Groove,hunting-horn,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
1005,Desolation's Overture,hunting-horn,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
1006,Ruinous Desolation,hunting-horn,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
1007,Thunder Gaida I,hunting-horn,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1,Tobi-Kadachi Claw,2,Electro Sac,1
1008,Thunder Gaida II,hunting-horn,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Coral Crystal,3
1009,Lightning Drum I,hunting-horn,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Vespoid Innerwing,3
1010,Lightning Drum II,hunting-horn,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4,Thunder Sac,3
1011,Lightning Drum III,hunting-horn,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
1012,Lightning Drum IV,hunting-horn,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
1013,Usurper's Growl,hunting-horn,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
1014,Usurper's Growl+,hunting-horn,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
1015,Despot's Thunderclap,hunting-horn,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
1016,Kulu Duda I,hunting-horn,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
1017,Kulu Duda II,hunting-horn,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
1018,Kulu Duda III,hunting-horn,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
1019,Dancing Davul I,hunting-horn,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
1020,Dancing Davul II,hunting-horn,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
1021,Dancing Davul III,hunting-horn,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
1022,Taghrid al-Nasr I,hunting-horn,Create,Large Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Thickhide,4,Kulu-Ya-Ku Shard,5,Fey Wyvern Gem,1
1023,Taghrid al-Nasr I,hunting-horn,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
1024,Taghrid al-Nasr II,hunting-horn,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
1025,Striped Dragonga,hunting-horn,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
1026,Striped Dragonga+,hunting-horn,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
1027,Tigrex Horn,hunting-horn,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
1028,Accursed Wail,hunting-horn,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
1029,Ogrebite,hunting-horn,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4,Brute Tigrex Hardfang,3,Tigrex Mantle,1
1030,Valkyrie Chordmaker,hunting-horn,Create,Rathian Shell,5,Machalite Ore,10,Poison Sac,3,Rathian Plate,1
1031,Valkyrie Chordmaker,hunting-horn,Upgrade,Rathian Spike,3,Rathian Scale,5,Rathian Shell,4,,
1032,Queen Chordmaker,hunting-horn,Upgrade,Rathian Spike+,3,Rathian Scale+,5,Rathian Carapace,4,Rathian Plate,1
1033,Coral Chordmaker,hunting-horn,Upgrade,Rathian Spike+,4,Pink Rathian Scale+,5,Pink Rathian Carapace,4,Wyvern Gem,1
1034,Royal Chordmaker,hunting-horn,Upgrade,Elder Dragon Blood,3,Rathian Spike+,5,Pink Rathian Scale+,6,Rathian Ruby,1
1035,Royal Chordmaker+,hunting-horn,Upgrade,Rathian Surspike,3,Rathian Shard,5,Rathian Cortex,4,,
1036,Regal Flute,hunting-horn,Upgrade,Monster Solidbone,5,Pink Rathian Shard,4,Pink Rathian Cortex,3,Rathian Mantle,1
1037,Gold Chordmaker,hunting-horn,Upgrade,Gold Rathian Surspike,3,Gold Rathian Shard,5,Gold Rathian Cortex,4,Rath Gleam,1
1038,Aqua Bagpipe I,hunting-horn,Upgrade,Earth Crystal,3,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
1039,Aqua Bagpipe II,hunting-horn,Upgrade,Dragonite Ore,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
1040,Aqua Bagpipe III,hunting-horn,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Crystal,3,Gajau Whisker,3
1041,Water Tamtam I,hunting-horn,Upgrade,Carbalite Ore,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
1042,Water Tamtam II,hunting-horn,Upgrade,Fucium Ore,5,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
1043,Water Tamtam III,hunting-horn,Upgrade,Elder Dragon Blood,3,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
1044,Water Tamtam IV,hunting-horn,Create,Jyuratodus Grandfin,2,Jyuratodus Hardfang,2,Jyuratodus Shard,6,Large Wyvern Gem,1
1045,Water Tamtam IV,hunting-horn,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
1046,Laguna Drum I,hunting-horn,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
1047,Laguna Drum II,hunting-horn,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
1048,Hidden Harmonic,hunting-horn,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
1049,Hidden Harmonic+,hunting-horn,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
1050,Cry in the Night,hunting-horn,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4,Nargacuga Hardfang,4,Purecrystal,1
1051,Glacial Bagpipe I,hunting-horn,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,,
1052,Glacial Bagpipe II,hunting-horn,Upgrade,Paolumu Wing,4,Legiana Claw,4,Legiana Tail Webbing,3,Legiana Plate,1
1053,Sectored,hunting-horn,Upgrade,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,2
1054,Legia Sectored,hunting-horn,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Hide+,3,Legiana Gem,1
1055,Legia Sectored+,hunting-horn,Upgrade,Legiana Hardclaw,3,Legiana Shard,4,Legiana Tail Webbing+,1,Frozen Bone,4
1056,Hoarcry Sectored,hunting-horn,Upgrade,Obsidian Icetalon,2,Rimed Hide,5,Stark Wing,2,Cryo Sac,4
1057,Lilim Glacia,hunting-horn,Upgrade,Velkhana Hardclaw,2,Obsidian Icetalon,4,Stark Wing,2,Legiana Mantle,1
