id,base_name_en,rank,condition_en,item_en,stack,percentage
1790,Radobaan,MR,Guiding Lands (Tempered),Tempered Oilshell+,1,54
1791,Radobaan,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,25
1792,Radobaan,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,21
1793,Legiana,LR,Track,Legiana Scale,1,100
1794,Legiana,LR,Carve / Capture,Legiana Scale,1,35
1795,Legiana,LR,Carve / Capture,Legiana Hide,1,25
1796,Legiana,LR,Carve / Capture,Legiana Claw,1,20
1797,Legiana,LR,Carve / Capture,Legiana Webbing,1,15
1798,Legiana,LR,Carve / Capture,Legiana Plate,1,5
1799,Legiana,LR,Wound Head,Legiana Hide,1,62
1800,Legiana,LR,Wound Head,Legiana Scale,1,35
1801,Legiana,LR,Wound Head,Legiana Plate,1,3
1802,Legiana,LR,Wound Wings,Legiana Webbing,1,70
1803,Legiana,LR,Wound Wings,Legiana Hide,1,30
1804,Legiana,LR,Wound Back,Legiana Hide,1,99
1805,Legiana,LR,Wound Back,Legiana Plate,1,1
1806,Legiana,LR,Wound Tail,Legiana Tail Webbing,1,70
1807,Legiana,LR,Wound Tail,Legiana Hide,1,25
1808,Legiana,LR,Wound Tail,Legiana Plate,1,5
1809,Legiana,LR,Shiny Drop,Legiana Scale,1,50
1810,Legiana,LR,Shiny Drop,Legiana Claw,1,28
1811,Legiana,LR,Shiny Drop,Wyvern Tear,1,22
1812,Legiana,LR,Palico Bonus,Legiana Scale,1,50
1813,Legiana,LR,Palico Bonus,Legiana Claw,1,28
1814,Legiana,LR,Palico Bonus,Wyvern Tear,1,22
1815,Legiana,LR,Plunderblade,Legiana Scale,1,42
1816,Legiana,LR,Plunderblade,Legiana Hide,1,31
1817,Legiana,LR,Plunderblade,Legiana Claw,1,25
1818,Legiana,LR,Plunderblade,Legiana Plate,1,2
1819,Legiana,LR,Bandit Mantle,Large Scale,1,70
1820,Legiana,LR,Bandit Mantle,Beautiful Scale,1,30
1821,Legiana,LR,Hunt (Bronze),Legiana Hide,1,27
1822,Legiana,LR,Hunt (Bronze),Legiana Scale,1,21
1823,Legiana,LR,Hunt (Bronze),Frost Sac,1,18
1824,Legiana,LR,Hunt (Bronze),Legiana Claw,1,12
1825,Legiana,LR,Hunt (Bronze),Monster Bone+,2,10
1826,Legiana,LR,Hunt (Bronze),Legiana Webbing,1,9
1827,Legiana,LR,Hunt (Bronze),Legiana Plate,1,3
1828,Legiana,LR,Investigation (Silver),Legiana Tail Webbing,1,22
1829,Legiana,LR,Investigation (Silver),Legiana Webbing,1,17
1830,Legiana,LR,Investigation (Silver),Legiana Claw,1,16
1831,Legiana,LR,Investigation (Silver),Legiana Hide,2,14
1832,Legiana,LR,Investigation (Silver),Frost Sac,2,12
1833,Legiana,LR,Investigation (Silver),Legiana Scale,2,11
1834,Legiana,LR,Investigation (Silver),Legiana Plate,1,8
1835,Legiana,LR,Investigation (Gold),Legiana Claw,1,20
1836,Legiana,LR,Investigation (Gold),Legiana Webbing,1,16
1837,Legiana,LR,Investigation (Gold),Legiana Plate,1,16
1838,Legiana,LR,Investigation (Gold),Legiana Tail Webbing,1,16
1839,Legiana,LR,Investigation (Gold),Legiana Hide,3,12
1840,Legiana,LR,Investigation (Gold),Legiana Scale,3,10
1841,Legiana,LR,Investigation (Gold),Frost Sac,3,10
1842,Legiana,HR,Track,Legiana Scale+,1,100
1843,Legiana,HR,Carve / Capture,Legiana Scale+,1,34
1844,Legiana,HR,Carve / Capture,Legiana Hide+,1,24
1845,Legiana,HR,Carve / Capture,Legiana Claw+,1,20
1846,Legiana,HR,Carve / Capture,Legiana Wing,1,15
1847,Legiana,HR,Carve / Capture,Legiana Plate,1,5
1848,Legiana,HR,Carve / Capture,Legiana Gem,1,2
1849,Legiana,HR,Wound Head,Legiana Hide+,1,62
1850,Legiana,HR,Wound Head,Legiana Scale+,1,34
1851,Legiana,HR,Wound Head,Legiana Plate,1,3
1852,Legiana,HR,Wound Head,Legiana Gem,1,1
1853,Legiana,HR,Wound Wings,Legiana Wing,1,70
1854,Legiana,HR,Wound Wings,Legiana Hide+,1,30
1855,Legiana,HR,Wound Back,Legiana Hide+,1,96
1856,Legiana,HR,Wound Back,Legiana Plate,1,3
1857,Legiana,HR,Wound Back,Legiana Gem,1,1
1858,Legiana,HR,Wound Tail,Legiana Tail Webbing,1,70
1859,Legiana,HR,Wound Tail,Legiana Hide+,1,24
1860,Legiana,HR,Wound Tail,Legiana Plate,1,5
1861,Legiana,HR,Wound Tail,Legiana Gem,1,1
1862,Legiana,HR,Shiny Drop,Legiana Scale+,1,50
1863,Legiana,HR,Shiny Drop,Legiana Claw+,1,28
1864,Legiana,HR,Shiny Drop,Wyvern Tear,1,22
1865,Legiana,HR,Palico Bonus,Legiana Scale+,1,50
1866,Legiana,HR,Palico Bonus,Legiana Claw+,1,28
1867,Legiana,HR,Palico Bonus,Wyvern Tear,1,22
1868,Legiana,HR,Plunderblade,Legiana Scale+,1,42
1869,Legiana,HR,Plunderblade,Legiana Hide+,1,31
1870,Legiana,HR,Plunderblade,Legiana Claw+,1,26
1871,Legiana,HR,Plunderblade,Legiana Gem,1,1
1872,Legiana,HR,Bandit Mantle,Beautiful Scale,1,70
1873,Legiana,HR,Bandit Mantle,Lustrous Scale,1,30
1874,Legiana,HR,Hunt (Bronze),Legiana Hide+,1,27
1875,Legiana,HR,Hunt (Bronze),Legiana Scale+,1,21
1876,Legiana,HR,Hunt (Bronze),Freezer Sac,1,18
1877,Legiana,HR,Hunt (Bronze),Legiana Claw+,1,12
1878,Legiana,HR,Hunt (Bronze),Monster Hardbone,2,10
1879,Legiana,HR,Hunt (Bronze),Legiana Wing,1,9
1880,Legiana,HR,Hunt (Bronze),Legiana Plate,1,3
1881,Legiana,HR,Investigation (Silver),Legiana Claw+,1,24
1882,Legiana,HR,Investigation (Silver),Legiana Wing,1,20
1883,Legiana,HR,Investigation (Silver),Legiana Hide+,2,14
1884,Legiana,HR,Investigation (Silver),Freezer Sac,2,14
1885,Legiana,HR,Investigation (Silver),Legiana Scale+,2,12
1886,Legiana,HR,Investigation (Silver),Legiana Plate,1,10
1887,Legiana,HR,Investigation (Silver),Legiana Gem,1,6
1888,Legiana,HR,Investigation (Gold),Legiana Claw+,1,24
1889,Legiana,HR,Investigation (Gold),Legiana Wing,1,19
1890,Legiana,HR,Investigation (Gold),Legiana Gem,1,13
1891,Legiana,HR,Investigation (Gold),Legiana Hide+,3,12
1892,Legiana,HR,Investigation (Gold),Freezer Sac,3,12
1893,Legiana,HR,Investigation (Gold),Legiana Scale+,3,10
1894,Legiana,HR,Investigation (Gold),Legiana Plate,1,10
1895,Legiana,HR,Investigation (Purple),Worn Feystone,1,35
1896,Legiana,HR,Investigation (Purple),Glowing Feystone,1,34
1897,Legiana,HR,Investigation (Purple),Warped Feystone,1,26
1898,Legiana,HR,Investigation (Purple),Sullied Streamstone,1,3
1899,Legiana,HR,Investigation (Purple),Shining Streamstone,1,2
1900,Legiana,MR,Track,Legiana Shard,1,100
1901,Legiana,MR,Carve / Capture,Legiana Shard,1,34
1902,Legiana,MR,Carve / Capture,Legiana Thickhide,1,24
1903,Legiana,MR,Carve / Capture,Legiana Hardclaw,1,20
1904,Legiana,MR,Carve / Capture,Legiana Fellwing,1,15
1905,Legiana,MR,Carve / Capture,Legiana Gem,1,5
1906,Legiana,MR,Carve / Capture,Legiana Mantle,1,2
1907,Legiana,MR,Wound Head,Legiana Thickhide,1,62
1908,Legiana,MR,Wound Head,Legiana Shard,1,34
1909,Legiana,MR,Wound Head,Legiana Gem,1,3
1910,Legiana,MR,Wound Head,Legiana Mantle,1,1
1911,Legiana,MR,Wound Wings,Legiana Fellwing,1,70
1912,Legiana,MR,Wound Wings,Legiana Thickhide,1,30
1913,Legiana,MR,Wound Back,Legiana Thickhide,1,96
1914,Legiana,MR,Wound Back,Legiana Gem,1,3
1915,Legiana,MR,Wound Back,Legiana Mantle,1,1
1916,Legiana,MR,Wound Tail,Legiana Tail Webbing+,1,70
1917,Legiana,MR,Wound Tail,Legiana Thickhide,1,24
1918,Legiana,MR,Wound Tail,Legiana Gem,1,5
1919,Legiana,MR,Wound Tail,Legiana Mantle,1,1
1920,Legiana,MR,Shiny Drop,Legiana Hardclaw,1,50
1921,Legiana,MR,Shiny Drop,Legiana Shard,1,28
1922,Legiana,MR,Shiny Drop,Large Wyvern Tear,1,22
1923,Legiana,MR,Palico Bonus,Legiana Hardclaw,1,50
1924,Legiana,MR,Palico Bonus,Legiana Shard,1,28
1925,Legiana,MR,Palico Bonus,Large Wyvern Tear,1,22
1926,Legiana,MR,Plunderblade,Legiana Shard,1,42
1927,Legiana,MR,Plunderblade,Legiana Thickhide,1,31
1928,Legiana,MR,Plunderblade,Legiana Hardclaw,1,26
1929,Legiana,MR,Plunderblade,Legiana Mantle,1,1
1930,Legiana,MR,Bandit Mantle,Lustrous Scale,1,70
1931,Legiana,MR,Bandit Mantle,Glimmering Scale,1,30
1932,Legiana,MR,Hunt (Bronze),Legiana Thickhide,1,29
1933,Legiana,MR,Hunt (Bronze),Legiana Shard,1,23
1934,Legiana,MR,Hunt (Bronze),Cryo Sac,1,23
1935,Legiana,MR,Hunt (Bronze),Legiana Hardclaw,1,13
1936,Legiana,MR,Hunt (Bronze),Legiana Fellwing,1,9
1937,Legiana,MR,Hunt (Bronze),Legiana Gem,1,3
1938,Legiana,MR,Investigation (Silver),Legiana Tail Webbing+,1,22
1939,Legiana,MR,Investigation (Silver),Legiana Fellwing,1,18
1940,Legiana,MR,Investigation (Silver),Legiana Hardclaw,1,16
1941,Legiana,MR,Investigation (Silver),Legiana Thickhide,2,14
1942,Legiana,MR,Investigation (Silver),Cryo Sac,2,12
1943,Legiana,MR,Investigation (Silver),Legiana Shard,2,11
1944,Legiana,MR,Investigation (Silver),Legiana Mantle,1,7
1945,Legiana,MR,Investigation (Gold),Legiana Hardclaw,1,18
1946,Legiana,MR,Investigation (Gold),Legiana Fellwing,1,18
1947,Legiana,MR,Investigation (Gold),Legiana Tail Webbing+,1,18
1948,Legiana,MR,Investigation (Gold),Legiana Mantle,1,14
1949,Legiana,MR,Investigation (Gold),Legiana Thickhide,3,12
1950,Legiana,MR,Investigation (Gold),Legiana Shard,3,10
1951,Legiana,MR,Investigation (Gold),Cryo Sac,3,10
1952,Legiana,MR,Investigation (Purple),Carved Feystone,1,60
1953,Legiana,MR,Investigation (Purple),Ancient Feystone,1,30
1954,Legiana,MR,Investigation (Purple),Sealed Feystone,1,10
1955,Legiana,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
1956,Legiana,MR,Guiding Lands (Low),Smooth Icehide,1,37
1957,Legiana,MR,Guiding Lands (Mid),Smooth Icehide,1,63
1958,Legiana,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
1959,Legiana,MR,Guiding Lands (High),Smooth Icehide,1,100
1960,Legiana,MR,Guiding Lands (Tempered),Tempered Icehide,1,61
1961,Legiana,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
1962,Legiana,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
1963,Odogaron,LR,Track,Odogaron Scale,1,100
1964,Odogaron,LR,Carve / Capture,Odogaron Scale,1,35
1965,Odogaron,LR,Carve / Capture,Odogaron Sinew,1,25
1966,Odogaron,LR,Carve / Capture,Odogaron Claw,1,20
1967,Odogaron,LR,Carve / Capture,Odogaron Fang,1,15
1968,Odogaron,LR,Carve / Capture,Odogaron Plate,1,5
1969,Odogaron,LR,Wound Head,Odogaron Fang,1,62
1970,Odogaron,LR,Wound Head,Odogaron Scale,1,35
1971,Odogaron,LR,Wound Head,Odogaron Plate,1,3
1972,Odogaron,LR,Wound Forelegs,Odogaron Claw,1,75
1973,Odogaron,LR,Wound Forelegs,Odogaron Scale,2,25
1974,Odogaron,LR,Wound Hindlegs,Odogaron Sinew,1,75
1975,Odogaron,LR,Wound Hindlegs,Odogaron Scale,2,25
1976,Odogaron,LR,Shiny Drop,Odogaron Scale,1,50
1977,Odogaron,LR,Shiny Drop,Odogaron Fang,1,28
1978,Odogaron,LR,Shiny Drop,Wyvern Tear,1,22
1979,Odogaron,LR,Tail Carve,Odogaron Tail,1,70
1980,Odogaron,LR,Tail Carve,Odogaron Scale,1,25
1981,Odogaron,LR,Tail Carve,Odogaron Plate,1,5
1982,Odogaron,LR,Palico Bonus,Odogaron Scale,1,50
1983,Odogaron,LR,Palico Bonus,Odogaron Fang,1,28
1984,Odogaron,LR,Palico Bonus,Wyvern Tear,1,22
1985,Odogaron,LR,Plunderblade,Odogaron Scale,1,42
1986,Odogaron,LR,Plunderblade,Odogaron Sinew,1,31
1987,Odogaron,LR,Plunderblade,Odogaron Claw,1,25
1988,Odogaron,LR,Plunderblade,Odogaron Plate,1,2
1989,Odogaron,LR,Bandit Mantle,Large Scale,1,70
1990,Odogaron,LR,Bandit Mantle,Beautiful Scale,1,30
1991,Odogaron,LR,Hunt (Bronze),Odogaron Sinew,1,27
1992,Odogaron,LR,Hunt (Bronze),Odogaron Scale,1,20
1993,Odogaron,LR,Hunt (Bronze),Nourishing Extract,1,16
1994,Odogaron,LR,Hunt (Bronze),Monster Bone+,1,13
1995,Odogaron,LR,Hunt (Bronze),Odogaron Claw,1,12
1996,Odogaron,LR,Hunt (Bronze),Odogaron Tail,1,9
1997,Odogaron,LR,Hunt (Bronze),Odogaron Plate,1,3
1998,Odogaron,LR,Investigation (Silver),Odogaron Tail,1,21
1999,Odogaron,LR,Investigation (Silver),Odogaron Claw,1,18
2000,Odogaron,LR,Investigation (Silver),Odogaron Fang,1,17
2001,Odogaron,LR,Investigation (Silver),Nourishing Extract,2,14
2002,Odogaron,LR,Investigation (Silver),Odogaron Sinew,2,12
2003,Odogaron,LR,Investigation (Silver),Odogaron Scale,2,10
2004,Odogaron,LR,Investigation (Silver),Odogaron Plate,1,8
2005,Odogaron,LR,Investigation (Gold),Odogaron Tail,1,21
2006,Odogaron,LR,Investigation (Gold),Odogaron Claw,1,18
2007,Odogaron,LR,Investigation (Gold),Odogaron Plate,1,16
2008,Odogaron,LR,Investigation (Gold),Odogaron Fang,1,15
2009,Odogaron,LR,Investigation (Gold),Nourishing Extract,3,12
2010,Odogaron,LR,Investigation (Gold),Odogaron Sinew,3,10
2011,Odogaron,LR,Investigation (Gold),Odogaron Scale,3,8
2012,Odogaron,HR,Track,Odogaron Scale+,1,100
2013,Odogaron,HR,Carve / Capture,Odogaron Scale+,1,34
2014,Odogaron,HR,Carve / Capture,Odogaron Sinew+,1,24
2015,Odogaron,HR,Carve / Capture,Odogaron Claw+,1,20
2016,Odogaron,HR,Carve / Capture,Odogaron Fang+,1,15
2017,Odogaron,HR,Carve / Capture,Odogaron Plate,1,5
2018,Odogaron,HR,Carve / Capture,Odogaron Gem,1,2
2019,Odogaron,HR,Wound Head,Odogaron Fang+,1,62
2020,Odogaron,HR,Wound Head,Odogaron Scale+,1,34
2021,Odogaron,HR,Wound Head,Odogaron Plate,1,3
2022,Odogaron,HR,Wound Head,Odogaron Gem,1,1
2023,Odogaron,HR,Wound Forelegs,Odogaron Claw+,1,75
2024,Odogaron,HR,Wound Forelegs,Odogaron Scale+,2,25
2025,Odogaron,HR,Wound Hindlegs,Odogaron Sinew+,1,75
2026,Odogaron,HR,Wound Hindlegs,Odogaron Scale+,2,25
2027,Odogaron,HR,Shiny Drop,Odogaron Scale+,1,50
2028,Odogaron,HR,Shiny Drop,Odogaron Fang+,1,28
2029,Odogaron,HR,Shiny Drop,Wyvern Tear,1,22
2030,Odogaron,HR,Tail Carve,Odogaron Tail,1,70
2031,Odogaron,HR,Tail Carve,Odogaron Scale+,1,20
2032,Odogaron,HR,Tail Carve,Odogaron Plate,1,7
2033,Odogaron,HR,Tail Carve,Odogaron Gem,1,3
2034,Odogaron,HR,Palico Bonus,Odogaron Scale+,1,50
2035,Odogaron,HR,Palico Bonus,Odogaron Fang+,1,28
2036,Odogaron,HR,Palico Bonus,Wyvern Tear,1,22
2037,Odogaron,HR,Plunderblade,Odogaron Scale+,1,42
2038,Odogaron,HR,Plunderblade,Odogaron Sinew+,1,31
2039,Odogaron,HR,Plunderblade,Odogaron Claw+,1,26
2040,Odogaron,HR,Plunderblade,Odogaron Gem,1,1
2041,Odogaron,HR,Bandit Mantle,Beautiful Scale,1,70
2042,Odogaron,HR,Bandit Mantle,Lustrous Scale,1,30
2043,Odogaron,HR,Hunt (Bronze),Odogaron Sinew+,1,26
2044,Odogaron,HR,Hunt (Bronze),Odogaron Scale+,1,21
2045,Odogaron,HR,Hunt (Bronze),Nourishing Extract,2,16
2046,Odogaron,HR,Hunt (Bronze),Monster Hardbone,1,13
2047,Odogaron,HR,Hunt (Bronze),Odogaron Claw+,1,12
2048,Odogaron,HR,Hunt (Bronze),Odogaron Tail,1,9
2049,Odogaron,HR,Hunt (Bronze),Odogaron Plate,1,3
2050,Odogaron,HR,Investigation (Silver),Odogaron Claw+,1,24
2051,Odogaron,HR,Investigation (Silver),Odogaron Fang+,1,20
2052,Odogaron,HR,Investigation (Silver),Odogaron Sinew+,2,14
2053,Odogaron,HR,Investigation (Silver),Nourishing Extract,2,14
2054,Odogaron,HR,Investigation (Silver),Odogaron Scale+,2,12
2055,Odogaron,HR,Investigation (Silver),Odogaron Plate,1,10
2056,Odogaron,HR,Investigation (Silver),Odogaron Gem,1,6
2057,Odogaron,HR,Investigation (Gold),Odogaron Claw+,1,22
2058,Odogaron,HR,Investigation (Gold),Odogaron Fang+,1,20
2059,Odogaron,HR,Investigation (Gold),Odogaron Gem,1,13
2060,Odogaron,HR,Investigation (Gold),Odogaron Sinew+,3,12
2061,Odogaron,HR,Investigation (Gold),Nourishing Extract,3,12
2062,Odogaron,HR,Investigation (Gold),Odogaron Scale+,3,11
2063,Odogaron,HR,Investigation (Gold),Odogaron Plate,1,10
2064,Odogaron,HR,Investigation (Purple),Worn Feystone,1,35
2065,Odogaron,HR,Investigation (Purple),Glowing Feystone,1,34
2066,Odogaron,HR,Investigation (Purple),Warped Feystone,1,26
2067,Odogaron,HR,Investigation (Purple),Sullied Streamstone,1,3
2068,Odogaron,HR,Investigation (Purple),Shining Streamstone,1,2
2069,Odogaron,MR,Track,Odogaron Shard,1,100
2070,Odogaron,MR,Carve / Capture,Odogaron Shard,1,34
2071,Odogaron,MR,Carve / Capture,Hard Odogaron Sinew,1,24
2072,Odogaron,MR,Carve / Capture,Odogaron Hardclaw,1,20
2073,Odogaron,MR,Carve / Capture,Odogaron Hardfang,1,15
2074,Odogaron,MR,Carve / Capture,Odogaron Gem,1,5
2075,Odogaron,MR,Carve / Capture,Odogaron Mantle,1,2
2076,Odogaron,MR,Wound Head,Odogaron Hardfang,1,62
2077,Odogaron,MR,Wound Head,Odogaron Shard,1,34
2078,Odogaron,MR,Wound Head,Odogaron Gem,1,3
2079,Odogaron,MR,Wound Head,Odogaron Mantle,1,1
2080,Odogaron,MR,Wound Forelegs,Odogaron Hardclaw,1,75
2081,Odogaron,MR,Wound Forelegs,Odogaron Shard,2,25
2082,Odogaron,MR,Wound Hindlegs,Hard Odogaron Sinew,1,75
2083,Odogaron,MR,Wound Hindlegs,Odogaron Shard,2,25
2084,Odogaron,MR,Shiny Drop,Odogaron Shard,1,50
2085,Odogaron,MR,Shiny Drop,Odogaron Hardfang,1,28
2086,Odogaron,MR,Shiny Drop,Large Wyvern Tear,1,22
2087,Odogaron,MR,Tail Carve,Odogaron Lash,1,70
2088,Odogaron,MR,Tail Carve,Odogaron Shard,1,20
2089,Odogaron,MR,Tail Carve,Odogaron Gem,1,7
2090,Odogaron,MR,Tail Carve,Odogaron Mantle,1,3
2091,Odogaron,MR,Palico Bonus,Odogaron Shard,1,50
2092,Odogaron,MR,Palico Bonus,Odogaron Hardfang,1,28
2093,Odogaron,MR,Palico Bonus,Large Wyvern Tear,1,22
2094,Odogaron,MR,Plunderblade,Odogaron Shard,1,42
2095,Odogaron,MR,Plunderblade,Hard Odogaron Sinew,1,31
2096,Odogaron,MR,Plunderblade,Odogaron Hardclaw,1,26
2097,Odogaron,MR,Plunderblade,Odogaron Mantle,1,1
2098,Odogaron,MR,Bandit Mantle,Lustrous Scale,1,70
2099,Odogaron,MR,Bandit Mantle,Glimmering Scale,1,30
2100,Odogaron,MR,Hunt (Bronze),Hard Odogaron Sinew,1,30
2101,Odogaron,MR,Hunt (Bronze),Odogaron Shard,1,23
2102,Odogaron,MR,Hunt (Bronze),Nourishing Extract,2,18
2103,Odogaron,MR,Hunt (Bronze),Odogaron Hardclaw,1,15
2104,Odogaron,MR,Hunt (Bronze),Odogaron Lash,1,11
2105,Odogaron,MR,Hunt (Bronze),Odogaron Gem,1,3
2106,Odogaron,MR,Investigation (Silver),Odogaron Lash,1,20
2107,Odogaron,MR,Investigation (Silver),Odogaron Hardclaw,1,17
2108,Odogaron,MR,Investigation (Silver),Odogaron Hardfang,1,17
2109,Odogaron,MR,Investigation (Silver),Hard Odogaron Sinew,2,14
2110,Odogaron,MR,Investigation (Silver),Odogaron Shard,2,12
2111,Odogaron,MR,Investigation (Silver),Odogaron Gem,1,10
2112,Odogaron,MR,Investigation (Silver),Odogaron Mantle,1,10
2113,Odogaron,MR,Investigation (Gold),Odogaron Hardclaw,1,18
2114,Odogaron,MR,Investigation (Gold),Odogaron Hardfang,1,18
2115,Odogaron,MR,Investigation (Gold),Odogaron Mantle,1,18
2116,Odogaron,MR,Investigation (Gold),Odogaron Lash,1,13
2117,Odogaron,MR,Investigation (Gold),Hard Odogaron Sinew,3,12
2118,Odogaron,MR,Investigation (Gold),Odogaron Shard,3,11
2119,Odogaron,MR,Investigation (Gold),Odogaron Gem,1,10
2120,Odogaron,MR,Investigation (Purple),Carved Feystone,1,60
2121,Odogaron,MR,Investigation (Purple),Ancient Feystone,1,30
2122,Odogaron,MR,Investigation (Purple),Sealed Feystone,1,10
2123,Odogaron,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
2124,Odogaron,MR,Guiding Lands (Low),Fatal Rendclaw,1,37
2125,Odogaron,MR,Guiding Lands (Mid),Fatal Rendclaw,1,63
2126,Odogaron,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
2127,Odogaron,MR,Guiding Lands (High),Fatal Rendclaw,1,100
2128,Odogaron,MR,Guiding Lands (Tempered),Tempered Rendclaw,1,61
2129,Odogaron,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
2130,Odogaron,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
2131,Rathalos,LR,Track,Rathalos Scale,1,100
2132,Rathalos,LR,Carve / Capture,Rathalos Scale,1,35
2133,Rathalos,LR,Carve / Capture,Rathalos Shell,1,26
2134,Rathalos,LR,Carve / Capture,Rathalos Webbing,1,20
2135,Rathalos,LR,Carve / Capture,Rathalos Marrow,1,14
2136,Rathalos,LR,Carve / Capture,Rathalos Plate,1,5
2137,Rathalos,LR,Wound Head,Rathalos Scale,1,66
2138,Rathalos,LR,Wound Head,Rathalos Shell,1,30
2139,Rathalos,LR,Wound Head,Rathalos Plate,1,4
2140,Rathalos,LR,Wound Wings,Rathalos Webbing,1,65
2141,Rathalos,LR,Wound Wings,Rath Wingtalon,1,35
2142,Rathalos,LR,Wound Back,Rathalos Shell,1,69
2143,Rathalos,LR,Wound Back,Rathalos Marrow,1,30
2144,Rathalos,LR,Wound Back,Rathalos Plate,1,1
2145,Rathalos,LR,Shiny Drop,Rathalos Scale,1,50
2146,Rathalos,LR,Shiny Drop,Rathalos Shell,1,28
2147,Rathalos,LR,Shiny Drop,Wyvern Tear,1,22
2148,Rathalos,LR,Tail Carve,Rathalos Tail,1,70
2149,Rathalos,LR,Tail Carve,Rathalos Scale,1,20
2150,Rathalos,LR,Tail Carve,Rathalos Marrow,1,7
2151,Rathalos,LR,Tail Carve,Rathalos Plate,1,3
2152,Rathalos,LR,Palico Bonus,Rathalos Scale,1,50
2153,Rathalos,LR,Palico Bonus,Rathalos Shell,1,28
2154,Rathalos,LR,Palico Bonus,Wyvern Tear,1,22
2155,Rathalos,LR,Plunderblade,Rathalos Scale,1,42
2156,Rathalos,LR,Plunderblade,Rathalos Shell,1,31
2157,Rathalos,LR,Plunderblade,Rathalos Webbing,1,25
2158,Rathalos,LR,Plunderblade,Rathalos Plate,1,2
2159,Rathalos,LR,Bandit Mantle,Large Scale,1,70
2160,Rathalos,LR,Bandit Mantle,Beautiful Scale,1,30
2161,Rathalos,LR,Hunt (Bronze),Rathalos Shell,1,24
2162,Rathalos,LR,Hunt (Bronze),Rathalos Scale,1,19
2163,Rathalos,LR,Hunt (Bronze),Flame Sac,1,17
2164,Rathalos,LR,Hunt (Bronze),Rath Wingtalon,2,10
2165,Rathalos,LR,Hunt (Bronze),Monster Bone+,2,10
2166,Rathalos,LR,Hunt (Bronze),Rathalos Webbing,1,9
2167,Rathalos,LR,Hunt (Bronze),Rathalos Tail,1,8
2168,Rathalos,LR,Hunt (Bronze),Rathalos Plate,1,3
2169,Rathalos,LR,Investigation (Silver),Rathalos Webbing,1,16
2170,Rathalos,LR,Investigation (Silver),Rathalos Tail,1,16
2171,Rathalos,LR,Investigation (Silver),Rath Wingtalon,2,15
2172,Rathalos,LR,Investigation (Silver),Rathalos Marrow,1,13
2173,Rathalos,LR,Investigation (Silver),Rathalos Shell,2,12
2174,Rathalos,LR,Investigation (Silver),Rathalos Scale,2,10
2175,Rathalos,LR,Investigation (Silver),Flame Sac,2,10
2176,Rathalos,LR,Investigation (Silver),Rathalos Plate,1,8
2177,Rathalos,LR,Investigation (Gold),Rathalos Webbing,1,16
2178,Rathalos,LR,Investigation (Gold),Rathalos Tail,1,16
2179,Rathalos,LR,Investigation (Gold),Rathalos Plate,1,16
2180,Rathalos,LR,Investigation (Gold),Rath Wingtalon,2,13
2181,Rathalos,LR,Investigation (Gold),Rathalos Marrow,1,13
2182,Rathalos,LR,Investigation (Gold),Rathalos Shell,3,10
2183,Rathalos,LR,Investigation (Gold),Rathalos Scale,3,8
2184,Rathalos,LR,Investigation (Gold),Flame Sac,3,8
2185,Rathalos,HR,Track,Rathalos Scale+,1,100
2186,Rathalos,HR,Carve / Capture,Rathalos Scale+,1,34
2187,Rathalos,HR,Carve / Capture,Rathalos Carapace,1,24
2188,Rathalos,HR,Carve / Capture,Rathalos Wing,1,20
2189,Rathalos,HR,Carve / Capture,Rathalos Medulla,1,14
2190,Rathalos,HR,Carve / Capture,Rathalos Plate,1,7
2191,Rathalos,HR,Carve / Capture,Rathalos Ruby,1,1
2192,Rathalos,HR,Wound Head,Rathalos Scale+,1,65
2193,Rathalos,HR,Wound Head,Rathalos Carapace,1,30
2194,Rathalos,HR,Wound Head,Rathalos Plate,1,4
2195,Rathalos,HR,Wound Head,Rathalos Ruby,1,1
2196,Rathalos,HR,Wound Wings,Rathalos Wing,1,65
2197,Rathalos,HR,Wound Wings,Rath Wingtalon,2,35
2198,Rathalos,HR,Wound Back,Rathalos Carapace,1,69
2199,Rathalos,HR,Wound Back,Rathalos Medulla,1,30
2200,Rathalos,HR,Wound Back,Rathalos Ruby,1,1
2201,Rathalos,HR,Shiny Drop,Rathalos Scale+,1,50
2202,Rathalos,HR,Shiny Drop,Rathalos Carapace,1,28
2203,Rathalos,HR,Shiny Drop,Wyvern Tear,1,22
2204,Rathalos,HR,Tail Carve,Rathalos Tail,1,66
2205,Rathalos,HR,Tail Carve,Rathalos Scale+,1,20
2206,Rathalos,HR,Tail Carve,Rathalos Medulla,1,7
2207,Rathalos,HR,Tail Carve,Rathalos Plate,1,5
2208,Rathalos,HR,Tail Carve,Rathalos Ruby,1,2
2209,Rathalos,HR,Palico Bonus,Rathalos Scale+,1,50
